image_id,image description,frames,Emotions,Values,Triggers
1642,arafed man with blood on his face holding a cell phone,"frame:ObservableBodyParts, frame:Placing, frame:Contacting, frame:Filling, frame:FacialExpression, frame:BiologicalEntity, frame:People, frame:CommunicationMeans",,,"https://w3id.org/framester/wn/wn30/instances/synset-cell-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-face-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-telephone-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-blood-noun-1"
1643,a lone tree in the middle of a dry desert plain,"frame:BiologicalArea, frame:PartInnerOuter, frame:BeingDry",,folk:Distinctiveness,"https://w3id.org/framester/wn/wn30/instances/synset-dry-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-alone-adjectivesatellite-2, https://w3id.org/framester/wn/wn30/instances/synset-alone-adjectivesatellite-2, https://w3id.org/framester/wn/wn30/instances/synset-tree-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-desert-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-plain-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-center-noun-1"
1644,a poster with a picture of a man and woman on the cover of a magazine,"frame:OpticalImage, frame:Text, frame:Attaching, frame:Sensation, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-blanket-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-magazine-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1"
1645,a poster for the movie nico teen,"frame:PeopleByAge, frame:Attaching, frame:IntentionallyCreate, frame:Creating, frame:BehindTheScenes",,,"https://w3id.org/framester/wn/wn30/instances/synset-adolescent-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-movie-noun-1"
1646,there is a poster with a picture of a pencil and a piece of paper,"frame:OpticalImage, frame:CreateRepresentation, frame:PartWhole, frame:Attaching, frame:Filling, frame:Sensation, frame:Building, frame:Creating, frame:Substance, frame:Ingredients",,,"https://w3id.org/framester/wn/wn30/instances/synset-paper-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-pencil-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-piece-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-picture-noun-1"
1647,there is a chair that is sitting in a room with a cup,"frame:Containers, frame:Posture, frame:Placing, frame:ChangePosture, frame:BeingLocated, frame:BuildingSubparts",,,"https://w3id.org/framester/wn/wn30/instances/synset-chair-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cup-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-room-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
1648,a close up of a woman with a necklace on her neck,"frame:ObservableBodyParts, frame:Accoutrements, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-neck-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-necklace-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
1649,arafed object in the snow with a red substance on it,"frame:CauseChange, frame:Precipitation, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-object-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-substance-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-snow-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
1650,a drawing of a skeleton holding a bat and a dog,frame:Animals,,,"https://w3id.org/framester/wn/wn30/instances/synset-bat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-skeletal%20system-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-drawing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1"
1651,a poster with a group of men standing on a pile of cigarettes,"frame:Organization, frame:MassMotion, frame:Posture, frame:Placing, frame:Aggregate, frame:ComeTogether, frame:Attaching, frame:Filling, frame:ChangePosture, frame:BeingLocated, frame:AboundingWith",,,"https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-pile-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1"
1652,a poster for a movie with a chocolate bar on it,"frame:Attaching, frame:IntentionallyCreate, frame:Creating, frame:Buildings, frame:BehindTheScenes",,,"https://w3id.org/framester/wn/wn30/instances/synset-barroom-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-movie-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cocoa-noun-1"
1653,a drawing of a cigarette in a bag with a cigarette sticking out of it,"frame:Containers, frame:InchoativeAttaching, frame:MeasureVolume, frame:CauseMotion, frame:Placing, frame:Attaching, frame:Intoxicants, frame:BeingAttached",,,"https://w3id.org/framester/wn/wn30/instances/synset-bag-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-drawing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-out-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-cigarette-noun-1"
1654,a person holding a cigarette in their hand with a cigarette in the middle,"frame:ObservableBodyParts, frame:Manipulation, frame:Containing, frame:Inclusion, frame:Possession, frame:Intoxicants, frame:People, frame:PartInnerOuter",,folk:Control,"https://w3id.org/framester/data/framestercore/Manipulation, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cigarette-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-center-noun-1"
1655,a woman in a white dress standing next to an iphone,"frame:Clothing, frame:Posture, frame:Placing, frame:Color, frame:ChangePosture, frame:BeingLocated, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-dress-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
1656,a group of people in white uniforms holding guns and burning money,"frame:Organization, frame:CommercePay, frame:Money, frame:Aggregate, frame:Color, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-group-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-burning-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-money-noun-1"
1657,araffes and a woman in a bedroom with a dog,"frame:BuildingSubparts, frame:Animals, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-bedroom-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
1658,a close up of a collage of pictures with a city and a cup of coffee,"frame:Containers, frame:OpticalImage, frame:Food, frame:PoliticalLocales, frame:Sensation, frame:LocaleByUse",,mft:Authority,"https://w3id.org/framester/wn/wn30/instances/synset-coffee-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-collage-noun-1, https://w3id.org/framester/data/framestercore/PoliticalLocales, https://w3id.org/framester/wn/wn30/instances/synset-city-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-city-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cup-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
1659,a close up of a child with a smoke cloud in the background,"frame:Emitting, frame:PeopleByAge",,mft:Care,"https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cloud-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-smoke-noun-1"
1660,a woman holding a white helmet with a plant growing out of it,"frame:Progress, frame:CauseExpansion, frame:GrowingFood, frame:CauseChangeOfPositionOnAScale, frame:Accoutrements, frame:Color, frame:People, frame:CauseToMakeProgress, frame:IntentionallyCreate, frame:Agriculture, frame:LocaleByUse, frame:Expansion, frame:Creating, frame:ChangePositionOnAScale",,folk:Development,"https://w3id.org/framester/wn/wn30/instances/synset-plant-noun-1, https://w3id.org/framester/data/framestercore/Progress, https://w3id.org/framester/wn/wn30/instances/synset-helmet-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
1662,a poster for the movie eat the silence before he breaks,"frame:Attaching, frame:Ingestion, frame:IntentionallyCreate, frame:Creating, frame:BecomeSilent, frame:BehindTheScenes",,folk:Silence,"https://w3id.org/framester/data/framestercore/BecomeSilent, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-eat-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-silence-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-silence-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-movie-noun-1"
1663,a man is swimming with a shark in the ocean,"frame:People, frame:NaturalFeatures, frame:SelfMotion",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-shark-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-shark-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ocean-noun-1"
1664,arafed man laying on the ground next to a fake pig,"frame:NaturalFeatures, frame:Placing, frame:Forging, frame:Animals, frame:People",,"bhv:Power, folk:Control, mft:Cheating","https://w3id.org/framester/data/framestercore/Forging, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hog-noun-3, https://w3id.org/framester/wn/wn30/instances/synset-fake-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-land-noun-4, https://w3id.org/framester/wn/wn30/instances/synset-fake-noun-1"
2514,there is a poster of a woman holding a dog on a leash,"frame:Attaching, frame:Animals, frame:Closure, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dog-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-leash-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
2515,a close up of a light bulb with a green background,"frame:Dimension, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-light-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-bulb-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-green-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2516,a poster for the super delicious ingredient force,"frame:Attaching, frame:StimulusFocus, frame:BeingInEffect, frame:Ingredients",,"mft:Care, bhv:Security","https://w3id.org/framester/wn/wn30/instances/synset-superintendent-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ingredient-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-superintendent-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-force-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-delightful-adjectivesatellite-1"
2517,arafed train on a track in the snow with trees in the background,"frame:Roadways, frame:Vehicle, frame:Precipitation, frame:PathTraveled",,,"https://w3id.org/framester/wn/wn30/instances/synset-train-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-snow-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-path-noun-4"
2518,painting of a man riding a horse with a barrel in the foreground,"frame:RideVehicle, frame:Containers, frame:CauseToPerceive, frame:People, frame:OperateVehicle, frame:Assistance, frame:Travel",,"mft:Care, folk:Helping, bhv:Benevolence","https://w3id.org/framester/wn/wn30/instances/synset-painting-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-horse-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-foreground-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-barrel-noun-2, https://w3id.org/framester/data/framestercore/Assistance, https://w3id.org/framester/wn/wn30/instances/synset-horse-noun-1"
2520,a poster for the movie's poster for the movie's release,"frame:CommerceSell, frame:Attaching, frame:IntentionallyCreate, frame:Creating, frame:BehindTheScenes",,,"https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-movie-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-release-noun-1"
2522,a close up of a tiger's eye with a camera in the background,frame:ObservableBodyParts,,folk:Analysis,"https://w3id.org/framester/wn/wn30/instances/synset-background-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-eye-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-eye-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-camera-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-tiger-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2523,there are three pieces of meat on a plate with broccoli,frame:Food,,,"https://w3id.org/framester/wn/wn30/instances/synset-broccoli-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-meat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-plate-noun-4, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
2525,a poster of a woman holding a sign that says to show that mothers of triplets can do,"frame:Reasoning, frame:CauseToPerceive, frame:IntentionallyAffect, frame:Sign, frame:Attaching, frame:IntentionallyAct, frame:Statement, frame:IntentionallyCreate, frame:People, frame:Request, frame:Communication, frame:Evidence, frame:TextCreation",,"folk:Prosperity, folk:Victory","https://w3id.org/framester/wn/wn30/instances/synset-make-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-make-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sign-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-show-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-show-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
