image_id,image description,frames,Emotions,Values
2563,a series of four pictures of a red suv with a side view mirror,"frame:Range, frame:Color, frame:Sequence",,
2564,herd of horses grazing in a field under a cloudy sky,"frame:Giving, frame:Impact, frame:Locale, frame:CauseImpact",,folk:Giving
2565,arafed woman holding a lit candle in her hand,"frame:ObservableBodyParts, frame:Inclusion, frame:Possession, frame:People, frame:Manipulation, frame:Containing",,folk:Control
2566,there are three model airplanes hanging from a ceiling in a room,"frame:Exemplariness, frame:ConnectingArchitecture, frame:BuildingSubparts, frame:Filling, frame:Placing",,
2567,land rover defender 2 led daytime light,"frame:Defend, frame:Cotheme, frame:Scrutiny, frame:LocationOfLight, frame:Inspecting",,"mft:Care, folk:Leadership, bhv:Power, mft:Authority, folk:Empowerment, bhv:Security, folk:Analysis"
2568,a car with smoke coming out of it and a blue smoke coming out of it,"frame:Color, frame:Vehicle, frame:Arriving, frame:Emitting",,
2569,a close up of a car key with a city skyline in the background,"frame:Vehicle, frame:LocaleByUse, frame:Damaging, frame:Roadways, frame:Gizmo, frame:PoliticalLocales",,"mft:Authority, mft:Harm"
2570,a close up of a living room with a couch and a vacuum,"frame:Fullness, frame:BuildingSubparts",,
2573,a black and white advertisement of a man in a military uniform,"frame:People, frame:Clothing, frame:Color",,
2574,arafed woman in a tight short shorts and sneakers doing a trick,"frame:Dimension, frame:People, frame:DurationAttribute",,
2575,a close up of a shelf with a lot of magazines on it,"frame:Quantity, frame:Aggregate, frame:BuildingSubparts",,
2576,someone is holding a cell phone and touching a hand with a glove,"frame:Contacting, frame:ObservableBodyParts, frame:CommunicationMeans, frame:Manipulation, frame:Substance",,folk:Control
2577,a man holding a hammer in his hand with the words smash the rest ride the best,"frame:Rest, frame:ObservableBodyParts, frame:Inclusion, frame:Impact, frame:CauseHarm, frame:Motion, frame:People, frame:Possession, frame:Travel, frame:CauseToFragment, frame:Manipulation, frame:Containing, frame:RideVehicle, frame:OperateVehicle",,"folk:Control, mft:Harm"
2578,a close up of a star wars poster with a helmet,frame:Accoutrements,,
2579,a close up of a poster of a bottle of soda and a picture of a man,"frame:MeasureVolume, frame:Attaching, frame:People, frame:Sensation, frame:OpticalImage, frame:Containers",,
2580,a poster of a basketball player with a basketball ball and flames,"frame:Participation, frame:Attaching",,folk:Competition
2581,a close up of a bottle of toothpaste with a black background,"frame:MeasureVolume, frame:Color, frame:Containers",,
2583,a person holding a cigarette in their hand with a cigarette in the background,"frame:Intoxicants, frame:ObservableBodyParts, frame:Inclusion, frame:Possession, frame:People, frame:Manipulation, frame:Containing",,folk:Control
2584,there are three men standing next to a large white object,"frame:ChangePosture, frame:Placing, frame:BeingLocated, frame:Posture, frame:Dimension, frame:Color, frame:Size, frame:CauseChange",,
2586,a black and white photo of a snow covered road with power lines,"frame:Differentiation, frame:Eclipse, frame:Adorning, frame:Precipitation, frame:Filling, frame:Roadways, frame:Color, frame:Representing, frame:Topic",,"bhv:Power, folk:Leadership, mft:Authority"
2587,arafed boxer in a boxing ring with a referee on the ground,"frame:Causation, frame:Sending, frame:ExperienceBodilyHarm, frame:HostileEncounter, frame:CauseHarm, frame:Quarreling, frame:CauseImpact, frame:NaturalFeatures",be:Anger,"folk:Control, mft:Harm"
2588,a close up of a dog on a shelf with a computer,"frame:Animals, frame:Gizmo, frame:BuildingSubparts",,
2589,audi print advert featuring a car and pretzels,frame:Vehicle,,
2590,a magazine cover with a man holding a knife and a knife in his hand,"frame:Text, frame:ObservableBodyParts, frame:Inclusion, frame:Weapon, frame:Possession, frame:People, frame:Manipulation, frame:Containing",,"folk:Control, mft:Harm"
2591,a man is doing a trick on a basketball court in the rain,"frame:People, frame:JudicialBody, frame:Precipitation",,mft:Fairness
2592,a close up of a row of luggage sitting on top of a black floor,"frame:Shapes, frame:ArchitecturalPart, frame:ChangePosture, frame:BeingLocated, frame:Supply, frame:Posture, frame:Containers, frame:Placing, frame:Color",,"folk:Control, mft:Harm"
2593,there is a woman standing in a boxing ring with a punching bag,"frame:MeasureVolume, frame:People, frame:OccupyRank, frame:Containers",,"mft:Authority, folk:Consideration"
2594,arafed boat in the water with a man on it,"frame:Vehicle, frame:People, frame:Substance",,
2595,bmw print advert featuring a woman leaning against a tree,"frame:ChangePosture, frame:People, frame:BiologicalArea, frame:Posture, frame:PathShape, frame:MotionDirectional",,
2596,a poster of a man holding a steering wheel with a blue background,"frame:People, frame:Attaching, frame:Color, frame:Artifact",,
2597,arafed image of a race car on a track with a shadow,"frame:Vehicle, frame:Awareness, frame:PathTraveled, frame:OpticalImage, frame:Roadways",,folk:Consciousness
2598,an old advertisement for a yellow car with a man in the driver seat,"frame:Vehicle, frame:Bringing, frame:BeingEmployed, frame:CauseMotion, frame:People, frame:Supply, frame:Age, frame:Placing, frame:Color, frame:Capacity, frame:OperateVehicle",,folk:Control
2599,a close up of a person holding a cell phone with a cell phone in the air,"frame:Contacting, frame:Inclusion, frame:Possession, frame:People, frame:CommunicationMeans, frame:Manipulation, frame:Containing, frame:Substance",,folk:Control
2600,a woman in a pink wig and black outfit standing on a pink background,"frame:OccupyRank, frame:People, frame:Color, frame:Accoutrements",,"mft:Authority, folk:Consideration"
2602,a group of women in bikinis posing for a photo,"frame:Feigning, frame:Aggregate, frame:PosingAs, frame:Representing, frame:Organization",,mft:Cheating
2604,arafed tennis player jumping in the air with a tennis racket,"frame:ChangePositionOnAScale, frame:Participation, frame:Sensation, frame:Sounds, frame:Substance",,folk:Competition
2605,there are two men in orange jackets holding hands with handcuffs,,,
2606,a close up of a cell phone with blood on it,"frame:Contacting, frame:CommunicationMeans, frame:BiologicalEntity, frame:Filling, frame:Placing",,
2607,a close up of a bottle of alcohol on a table,"frame:MeasureVolume, frame:Intoxicants, frame:Containers",,
2609,there are four pictures of a woman sitting at a desk with a laptop,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
2610,a black and red logo with a red circle with words around it,"frame:Shapes, frame:Color",,
2611,a close up of a person holding a skateboard near a car,"frame:Vehicle, frame:People, frame:OperateVehicle",,
2612,a poster for a running event with a person's feet in neon shoes,"frame:Attaching, frame:Fleeing, frame:SelfMotion, frame:Event, frame:OperatingASystem, frame:CauseMotion, frame:Impact, frame:Departing, frame:People, frame:CauseImpact, frame:Escaping, frame:Substance",,
2613,a poster of a pair of shoes with a fire trail coming out of them,"frame:Attaching, frame:Arriving, frame:Aggregate, frame:Event, frame:Roadways",,
2614,three cell phones are sitting on a table with smoke coming out of them,"frame:Emitting, frame:Arriving, frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:Placing, frame:Substance",,
2615,two women standing in front of a counter with bottles of cosmetics,"frame:ArchitecturalPart, frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:PartOrientational, frame:Placing",,mft:Harm
2618,a black and white photo of a boat wake with a bottle of water,"frame:MeasureVolume, frame:Vehicle, frame:Causation, frame:ObjectiveInfluence, frame:BeingInEffect, frame:Containers, frame:Color, frame:Substance, frame:Representing",,
2619,a poster of a car with a bunch of animals on top of it,"frame:Vehicle, frame:Attaching, frame:Aggregate, frame:BeingLocated, frame:Supply, frame:Posture",,
2620,a close up of a poster with a child and a nut nut,,,mft:Care
2621,a black and white photo of a woman in a graduation cap and gown,,,
2622,a white car with a red button on the front of it,,,mft:Harm
2623,a close up of a small grenade with a keychain on it,,,
2624,a close up of a bottle of ketchup on a white surface,"frame:MeasureVolume, frame:PartInnerOuter, frame:Food, frame:Containers, frame:Color",,
2625,avvoe - fight and win feat shakira,"frame:FinishGame, frame:HostileEncounter, frame:FinishCompetition, frame:WinPrize, frame:Accomplishment, frame:Getting, frame:BeatOpponent, frame:Scouring",be:Anger,"folk:Victory, bhv:Achievement, mft:Harm, folk:Accomplishment"
2626,arafed cup of coffee with a white stick sticking out of it,"frame:Attaching, frame:CauseMotion, frame:Placing, frame:Food, frame:Containers, frame:BeingAttached, frame:Color, frame:Gizmo, frame:InchoativeAttaching",,
2627,a couple of pictures of a woman in a red dress and a man in a red suit,"frame:People, frame:Color, frame:Clothing, frame:PersonalRelationship",,"folk:Association, mft:Loyalty"
2628,a poster of a man in a costume standing next to a bag of candy,"frame:MeasureVolume, frame:Attaching, frame:People, frame:Food, frame:OccupyRank, frame:Containers",,"mft:Authority, folk:Consideration"
2629,a close up of a can of red bull energy on a wall,"frame:MeasureVolume, frame:ArchitecturalPart, frame:Electricity, frame:Containers, frame:Color",,"mft:Care, bhv:Security"
2630,a close up of a carrot with a splash of water on it,"frame:Substance, frame:Food, frame:Sounds",,
2631,there is a penguin sitting in front of a computer desk,"frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:PartOrientational, frame:Placing, frame:Gizmo",,mft:Harm
2632,a man in a superman costume standing with his arms crossed,"frame:Intoxicants, frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:PathShape, frame:Placing",,
2633,a close up of a poster with a soccer team on it,"frame:Attaching, frame:Aggregate",,
2634,a close up of a box of ice cream with nuts on it,"frame:MeasureVolume, frame:InchoativeChangeOfTemperature, frame:Choosing, frame:CauseTemperatureChange, frame:Containers",,
2635,there are many birds flying in the sky with a box of milk,"frame:MeasureVolume, frame:SelfMotion, frame:Motion, frame:Locale, frame:Food, frame:Containers, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
2636,a close up of a woman in a black dress and a black coat,"frame:People, frame:Color, frame:Clothing",,
2638,there is a woman with a cupcake in her mouth and a plug in her mouth,"frame:ObservableBodyParts, frame:People, frame:Eclipse, frame:Food, frame:ShapedPart",,folk:Control
2639,someone is holding a bottle of ketchup in a park,"frame:MeasureVolume, frame:Inclusion, frame:Possession, frame:Food, frame:Manipulation, frame:Containers, frame:Containing",,folk:Control
2640,there are three people jumping in the air with frisbees,"frame:People, frame:Substance, frame:ChangePositionOnAScale",,
2641,a close up of two women sitting on a table with a man in a suit,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
2642,a silver trophy with a bottle of beer next to it,"frame:Judgment, frame:Food, frame:Containers, frame:MeasureVolume",,
2643,arafed image of a man smoking a cigarette with a man's hand on his head,"frame:Intoxicants, frame:ObservableBodyParts, frame:IngestSubstance, frame:Awareness, frame:People",,folk:Consciousness
2644,red bull energy drink with wings and the words red bull,"frame:Electricity, frame:Ingestion, frame:Color",,
2645,a close up of a cat with a white background and a black and white image,"frame:Awareness, frame:Color, frame:Animals",,folk:Consciousness
2646,a close up of a bird with a dead bird in its mouth,"frame:DeadOrAlive, frame:ObservableBodyParts, frame:ShapedPart",,folk:Control
2647,a car driving through a field with stacks of pizzas in the background,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
2648,a drawing of a camera with a star wars theme on it,frame:Topic,,
2649,a couple of posters of a jet engine in the sky,"frame:Vehicle, frame:Locale, frame:Bringing, frame:RideVehicle, frame:PersonalRelationship",,"folk:Association, folk:Control, mft:Loyalty"
2650,a black and white photo of a man running on a dark background,"frame:SelfMotion, frame:People, frame:Dimension, frame:Color, frame:Representing",,
2651,a close up of a shoe print on a concrete surface,"frame:Clothing, frame:PartInnerOuter",,
2652,a picture of a cell phone with a horn and a horn,"frame:Contacting, frame:CommunicationMeans, frame:Sensation, frame:OpticalImage, frame:Substance",,
2653,arafey tennis player hitting a ball with a tennis racket,"frame:HitTarget, frame:Impact, frame:ExperienceBodilyHarm, frame:CauseHarm, frame:Participation, frame:Sensation, frame:CauseImpact, frame:Sounds",,"mft:Harm, folk:Competition"
2654,a close up of a robot sitting on a chair next to a baby carriage,"frame:Vehicle, frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:PeopleByAge, frame:Placing",,folk:Family
